"Token Address","Token Name","Token Creator","Platform","Buy Amount BNB","Sell Amount BNB","Token Amount","Buy Price BNB","Buy Price USD","Sell Price BNB","Sell Price USD","Max Price Reached BNB","Max Price Reached USD","Profit/Loss BNB","Profit/Loss USD","Price Change %","Max Price Change %","Time to Max Price (seconds)","Buy Time","Sell Time","Max Price Time","Buy Tx Hash","Sell Tx Hash","User ID","Wallet Address"
"0xa66b5d69c100646d635a9acf823a336ec5c94444","Unknown","Unknown","four.meme","0.00100000","","110350.30","0.00000001","0.0000","","","0.00000001","0.0000","","","0.00","0.00","","2025-09-26T05:01:40.176Z","","","","","7382909314","0x50d1C20D42e4535123Ff3a8889Cbc2a7A1397F45"
"0xa66b5d69c100646d635a9acf823a336ec5c94444","Unknown","Unknown","four.meme","0.00100000","","110350.30","0.00000001","0.0000","","","0.00000001","0.0000","","","0.00","0.00","","2025-09-26T05:01:40.177Z","","","","","7382909314","0x50d1C20D42e4535123Ff3a8889Cbc2a7A1397F45"
"0xa7601a0e9779adcb01b12b1ec0496bceb3f04444","Unknown","Unknown","four.meme","0.00100000","","86.36","0.00001158","0.0109","","","0.00001158","0.0109","","","0.00","0.00","","2025-09-26T05:35:02.998Z","","","","","7382909314","0x50d1C20D42e4535123Ff3a8889Cbc2a7A1397F45"
"0xa7601a0e9779adcb01b12b1ec0496bceb3f04444","Unknown","Unknown","four.meme","0.00100000","","86.36","0.00001158","0.0109","","","0.00001158","0.0109","","","0.00","0.00","","2025-09-26T05:35:02.999Z","","","","","7382909314","0x50d1C20D42e4535123Ff3a8889Cbc2a7A1397F45"
"0x1ea4d2874112c0a91f0327a5104fdc2c4a014444","Unknown","Unknown","four.meme","0.00100000","","11337.87","0.00000009","0.0001","","","0.00000009","0.0001","","","0.00","0.00","","2025-09-26T05:37:01.530Z","","","","","7382909314","0x50d1C20D42e4535123Ff3a8889Cbc2a7A1397F45"
"0x1ea4d2874112c0a91f0327a5104fdc2c4a014444","Unknown","Unknown","four.meme","0.00100000","","11337.87","0.00000009","0.0001","","","0.00000009","0.0001","","","0.00","0.00","","2025-09-26T05:37:01.530Z","","","","","7382909314","0x50d1C20D42e4535123Ff3a8889Cbc2a7A1397F45"
"0x1ea4d2874112c0a91f0327a5104fdc2c4a014444","Unknown","Unknown","four.meme","0.00100000","","11337.87","0.00000009","0.0001","","","0.00000009","0.0001","","","0.00","0.00","","2025-09-26T05:37:01.729Z","","","","","7382909314","0x50d1C20D42e4535123Ff3a8889Cbc2a7A1397F45"
"0x5f35a46c30477056f7c44d4164d2a7429dfa4444","Unknown","Unknown","four.meme","0.00100000","","138349.64","0.00000001","0.0000","","","0.00000001","0.0000","","","0.00","0.00","","2025-09-26T05:37:13.888Z","","","","","7382909314","0x50d1C20D42e4535123Ff3a8889Cbc2a7A1397F45"
"0x5f35a46c30477056f7c44d4164d2a7429dfa4444","Unknown","Unknown","four.meme","0.00100000","","138349.64","0.00000001","0.0000","","","0.00000001","0.0000","","","0.00","0.00","","2025-09-26T05:37:13.888Z","","","","","7382909314","0x50d1C20D42e4535123Ff3a8889Cbc2a7A1397F45"
"0x5f35a46c30477056f7c44d4164d2a7429dfa4444","Unknown","Unknown","","","","","","","","","0.00000001","0.0000","","","","1.45","3","","","2025-09-26T05:37:16.936Z","","","7382909314","0x50d1c20d42e4535123ff3a8889cbc2a7a1397f45"
