"Token Address","Token Name","Token Creator","Platform","Buy Amount BNB","Sell Amount BNB","Token Amount","Buy Price BNB","Buy Price USD","Sell Price BNB","Sell Price USD","Max Price Reached BNB","Max Price Reached USD","Profit/Loss BNB","Profit/Loss USD","Price Change %","Max Price Change %","Time to Max Price (seconds)","Buy Time","Sell Time","Max Price Time","Buy Tx Hash","Sell Tx Hash","User ID","Wallet Address"
"0x16db40f8ef3203378975fdcaf5a0f24228f54444","Unknown","Unknown","four.meme","0.00800000","","90702.95","0.00000009","0.0001","","","0.00000009","0.0001","","","0.00","0.00","","2025-10-03T09:20:45.654Z","","","","","7382909314","0x50d1C20D42e4535123Ff3a8889Cbc2a7A1397F45"
"0x16db40f8ef3203378975fdcaf5a0f24228f54444","Unknown","Unknown","four.meme","0.00800000","","90702.95","0.00000009","0.0001","","","0.00000009","0.0001","","","0.00","0.00","","2025-10-03T09:20:45.655Z","","","","","7382909314","0x50d1C20D42e4535123Ff3a8889Cbc2a7A1397F45"
"0x16db40f8ef3203378975fdcaf5a0f24228f54444","Unknown","Unknown","four.meme","0.00800000","","90702.95","0.00000009","0.0001","","","0.00000009","0.0001","","","0.00","0.00","","2025-10-03T09:20:46.063Z","","","","","7382909314","0x50d1C20D42e4535123Ff3a8889Cbc2a7A1397F45"
"0x11bf8929d39596462dcd3b82084334d7a44c4444","Unknown","Unknown","four.meme","0.00500000","","139773.03","0.00000004","0.0000","","","0.00000004","0.0000","","","0.00","0.00","","2025-10-03T09:30:58.709Z","","","","","7382909314","0x50d1C20D42e4535123Ff3a8889Cbc2a7A1397F45"
"0x11bf8929d39596462dcd3b82084334d7a44c4444","Unknown","Unknown","four.meme","0.00500000","","139773.03","0.00000004","0.0000","","","0.00000004","0.0000","","","0.00","0.00","","2025-10-03T09:30:58.710Z","","","","","7382909314","0x50d1C20D42e4535123Ff3a8889Cbc2a7A1397F45"
"0x11bf8929d39596462dcd3b82084334d7a44c4444","Unknown","Unknown","","","","","","","","","0.00000004","0.0000","","","","19.41","3","","","2025-10-03T09:31:01.938Z","","","7382909314","0x50d1c20d42e4535123ff3a8889cbc2a7a1397f45"
"0x11bf8929d39596462dcd3b82084334d7a44c4444","Unknown","Unknown","four.meme","0.00500000","0.00250000","139773.03","0.00000004","0.0000","0.00000004","0.0000","0.00000004","0.0000","0.00000000","0.0030","19.41","19.41","","2025-10-03T09:30:58.710Z","2025-10-03T09:31:03.593Z","","Unknown","0xe932460a8eb68442139d642a13837cbc33d7a2d64f8754c77622bde29fe672f3","7382909314","0x50d1c20d42e4535123ff3a8889cbc2a7a1397f45"
"0x11bf8929d39596462dcd3b82084334d7a44c4444","Unknown","Unknown","four.meme","0.00500000","0.00250000","69886.51","0.00000004","0.0000","0.00000003","0.0000","0.00000004","0.0000","0.00000000","0.0020","-19.81","19.41","","2025-10-03T09:30:58.710Z","2025-10-03T09:31:05.631Z","","Unknown","0x7a21287ef4032a6374e1e291847562ea0810de18380282bd08761509e8035d78","7382909314","0x50d1c20d42e4535123ff3a8889cbc2a7a1397f45"
"0x024fddcc404047f2771f1755befab8f7e40f5275","Unknown","Unknown","four.meme","0.00500000","","314102.88","0.00000002","0.0000","","","0.00000002","0.0000","","","0.00","0.00","","2025-10-03T09:31:19.139Z","","","","","7382909314","0x50d1C20D42e4535123Ff3a8889Cbc2a7A1397F45"
"0x024fddcc404047f2771f1755befab8f7e40f5275","Unknown","Unknown","four.meme","0.00500000","","314102.88","0.00000002","0.0000","","","0.00000002","0.0000","","","0.00","0.00","","2025-10-03T09:31:19.139Z","","","","","7382909314","0x50d1C20D42e4535123Ff3a8889Cbc2a7A1397F45"
"0x024fddcc404047f2771f1755befab8f7e40f5275","Unknown","Unknown","","","","","","","","","0.00000002","0.0000","","","","0.08","3","","","2025-10-03T09:31:22.572Z","","","7382909314","0x50d1c20d42e4535123ff3a8889cbc2a7a1397f45"
"0x35266593129b8919503d667a9b85a00b65c34444","Unknown","Unknown","four.meme","0.00500000","","56689.34","0.00000009","0.0001","","","0.00000009","0.0001","","","0.00","0.00","","2025-10-03T09:31:41.505Z","","","","","7382909314","0x50d1C20D42e4535123Ff3a8889Cbc2a7A1397F45"
"0x35266593129b8919503d667a9b85a00b65c34444","Unknown","Unknown","four.meme","0.00500000","","56689.34","0.00000009","0.0001","","","0.00000009","0.0001","","","0.00","0.00","","2025-10-03T09:31:41.505Z","","","","","7382909314","0x50d1C20D42e4535123Ff3a8889Cbc2a7A1397F45"
"0x1b680dec9b885d3a4576bdd9beff9e6a64da4444","Unknown","Unknown","four.meme","0.00500000","","418125.32","0.00000001","0.0000","","","0.00000001","0.0000","","","0.00","0.00","","2025-10-03T09:33:08.286Z","","","","","7382909314","0x50d1C20D42e4535123Ff3a8889Cbc2a7A1397F45"
"0x1b680dec9b885d3a4576bdd9beff9e6a64da4444","Unknown","Unknown","four.meme","0.00500000","","418125.32","0.00000001","0.0000","","","0.00000001","0.0000","","","0.00","0.00","","2025-10-03T09:33:08.286Z","","","","","7382909314","0x50d1C20D42e4535123Ff3a8889Cbc2a7A1397F45"
"0x8962e3282bdd288a9e0761103a20a33bd8484444","Unknown","Unknown","four.meme","0.00500000","","543683.60","0.00000001","0.0000","","","0.00000001","0.0000","","","0.00","0.00","","2025-10-03T09:38:33.114Z","","","","","7382909314","0x50d1C20D42e4535123Ff3a8889Cbc2a7A1397F45"
"0x8962e3282bdd288a9e0761103a20a33bd8484444","Unknown","Unknown","four.meme","0.00500000","","543683.60","0.00000001","0.0000","","","0.00000001","0.0000","","","0.00","0.00","","2025-10-03T09:38:33.114Z","","","","","7382909314","0x50d1C20D42e4535123Ff3a8889Cbc2a7A1397F45"
